"SalePrice","LotArea","Bedrooms","GarageArea","OverallCond","OverallQual","housetype","YearBuilt","YearRemodAdd","YrSold","HalfBath","FullBath","Garage"
107900,6000,2,281,7,4,"1Fam",1954,2000,2008,0,1,0
187500,12205,5,444,8,6,"1Fam",1966,2007,2007,1,2,0
160200,3182,2,397,5,7,"TwnhsE",2005,2006,2009,0,2,0
146800,11333,3,539,5,6,"1Fam",1976,1976,2007,0,2,0
269790,9920,3,455,5,7,"1Fam",1996,1997,2007,1,3,0
225000,9158,3,474,5,8,"1Fam",2007,2007,2007,0,2,0
194500,10832,3,409,5,7,"1Fam",1994,1996,2008,1,2,0
171000,8400,3,476,6,6,"1Fam",1980,1981,2010,1,2,0
143500,8197,3,528,5,6,"1Fam",1977,1977,2007,1,1,0
110000,7677,2,240,5,5,"1Fam",1953,1953,2008,0,1,0
485000,13518,4,820,5,9,"1Fam",2008,2009,2009,1,3,0
175000,7200,3,240,7,5,"1Fam",1937,1950,2007,1,2,0
200000,12798,4,603,5,6,"1Fam",1997,1997,2008,1,3,0
109900,4800,2,440,7,4,"1Fam",1916,1990,2007,0,2,0
189000,8199,3,410,5,7,"1Fam",2005,2005,2008,1,3,0
582933,13891,4,1020,5,9,"1Fam",2008,2009,2009,1,3,0
118000,9000,2,286,5,5,"1Fam",1954,1954,2006,0,1,0
227680,12274,3,554,5,7,"1Fam",2008,2008,2008,0,2,0
135500,9750,3,384,5,5,"1Fam",1967,1967,2006,0,2,0
223500,21384,3,528,6,5,"1Fam",1923,2004,2009,1,3,0
159950,13400,3,484,5,5,"1Fam",1966,1966,2006,0,2,0
106000,8100,2,360,5,5,"1Fam",1898,1965,2009,0,2,0
181000,10140,3,484,6,6,"1Fam",1974,1999,2006,1,2,0
144500,4438,1,420,5,6,"TwnhsE",2004,2004,2008,0,2,0
55993,8712,2,504,5,5,"1Fam",1952,1952,2010,0,1,0
157900,9750,4,301,6,6,"1Fam",1958,1958,2007,1,1,0
116000,8248,3,280,7,5,"1Fam",1918,1950,2006,2,1,0
224900,12137,3,598,5,7,"1Fam",1998,1998,2010,0,2,0
137000,11425,2,275,6,5,"1Fam",1954,1954,2006,0,1,0
271000,13265,3,857,5,8,"1Fam",2002,2002,2008,0,3,0
155000,8816,3,440,7,6,"1Fam",1971,1971,2010,0,2,0
224000,6371,2,484,5,7,"TwnhsE",2009,2010,2010,0,3,0
183000,7226,3,595,5,7,"1Fam",2003,2003,2008,1,2,0
93000,6000,2,576,4,4,"2fmCon",1953,1953,2009,0,1,0
225000,12394,3,433,5,7,"1Fam",2003,2003,2007,1,2,0
139500,9900,3,240,7,6,"1Fam",1940,1950,2009,0,2,0
232600,11216,3,776,5,8,"1Fam",2006,2006,2006,0,2,0
385000,14803,2,1220,5,10,"1Fam",2007,2008,2008,0,3,0
109500,6130,2,0,6,5,"1Fam",1924,1950,2008,0,2,1
189000,8529,3,527,5,7,"1Fam",2001,2001,2009,0,2,0
185000,28698,3,538,5,5,"1Fam",1967,1967,2009,2,2,0
147400,2544,2,480,5,7,"Twnhs",2005,2005,2006,1,2,0
166000,11900,3,458,5,6,"1Fam",1957,1957,2008,1,2,0
151000,3180,2,480,5,7,"TwnhsE",2005,2005,2006,1,2,0
237000,9548,3,613,6,7,"1Fam",2003,2003,2010,1,3,0
167000,10004,3,472,6,6,"1Fam",1964,1964,2009,1,1,0
139950,7875,3,456,6,5,"1Fam",1961,1961,2008,0,2,0
128000,9600,2,436,7,4,"1Fam",1950,1995,2010,0,2,0
153500,8100,2,812,6,5,"1Fam",1948,1973,2007,0,2,0
100000,1680,2,264,5,6,"Twnhs",1973,1973,2008,1,2,0
144000,9525,3,352,6,5,"1Fam",1995,2006,2008,1,1,0
130500,11767,3,240,6,5,"1Fam",1946,1995,2008,0,1,0
140000,12155,4,400,8,6,"1Fam",1925,1950,2008,0,2,0
157500,10440,3,686,8,5,"1Fam",1904,2002,2008,0,2,0
174900,9020,3,490,7,6,"1Fam",1966,1966,2008,1,2,0
141000,8000,6,0,4,5,"Duplex",1961,1961,2007,0,2,1
153900,12665,4,720,8,5,"1Fam",1915,1950,2008,1,1,0
171000,16647,3,611,5,5,"1Fam",1975,1981,2007,0,3,0
213000,9317,3,425,5,7,"1Fam",1993,1993,2009,1,3,0
133500,15523,3,338,6,5,"1Fam",1972,1972,2009,0,2,0
240000,45600,5,360,8,6,"1Fam",1908,1997,2008,0,3,0
187000,9600,3,512,7,6,"1Fam",1976,1994,2007,1,2,0
131500,4435,1,420,5,6,"TwnhsE",2003,2003,2007,0,2,0
215000,3196,2,400,5,8,"TwnhsE",2003,2003,2006,0,2,0
164000,7128,4,240,5,7,"1Fam",1941,1950,2007,0,2,0
158000,12095,3,645,6,6,"1Fam",1964,1964,2009,1,1,0
170000,17920,3,454,4,5,"1Fam",1955,1974,2006,1,2,0
127000,6897,3,260,8,5,"1Fam",1962,2010,2010,1,2,0
147000,10970,3,576,6,6,"1Fam",1978,1978,2008,0,2,0
174000,8125,3,343,5,6,"1Fam",1994,1995,2009,1,2,0
152000,10400,3,479,5,7,"1Fam",1976,1976,2009,0,2,0
250000,11029,4,619,7,6,"1Fam",1968,1984,2006,1,3,0
189950,7642,3,216,8,7,"1Fam",1918,1998,2007,1,1,0
131500,11625,3,504,4,5,"2fmCon",1965,1965,2010,1,2,0
152000,9672,3,480,5,6,"1Fam",1984,1985,2010,0,2,0
132500,7931,3,672,5,5,"1Fam",1959,1959,2009,0,2,0
250580,8640,3,529,5,7,"1Fam",2007,2008,2008,0,2,0
148500,8750,3,902,6,5,"1Fam",1970,1970,2009,0,2,0
248900,10656,3,870,5,8,"1Fam",2006,2007,2007,0,2,0
129000,6970,3,544,5,4,"1Fam",1961,1961,2007,1,2,0
169000,14762,2,672,6,5,"1Fam",1948,1950,2006,0,2,0
236000,9938,3,574,5,7,"1Fam",1993,1994,2010,1,3,0
109500,6600,2,308,5,5,"1Fam",1962,1962,2009,0,1,0
200500,8750,3,523,5,6,"1Fam",1998,1998,2010,1,2,0
116000,8892,3,414,7,5,"1Fam",1953,1996,2008,0,1,0
133000,12144,3,288,7,5,"1Fam",1949,1950,2009,0,1,0
66500,5720,3,200,6,5,"1Fam",1941,1950,2009,1,1,0
303477,9000,4,550,5,8,"1Fam",2007,2007,2007,1,2,0
132250,25286,3,648,5,4,"1Fam",1963,1963,2007,0,2,0
350000,8834,4,738,5,9,"1Fam",2004,2005,2009,1,3,0
148000,11782,3,576,7,5,"1Fam",1961,1995,2010,0,2,0
136500,7000,3,336,8,5,"1Fam",1978,2005,2009,0,2,0
157000,7024,2,450,5,5,"1Fam",2005,2006,2007,1,2,0
187500,13758,3,400,5,7,"1Fam",1990,1991,2007,1,2,0
178000,9636,3,389,5,6,"1Fam",1992,1993,2009,1,2,0
118500,6204,5,440,5,4,"1Fam",1912,1950,2006,0,2,0
100000,7150,3,288,5,5,"1Fam",1967,1967,2009,0,1,0
328900,5119,2,506,5,9,"TwnhsE",1999,2000,2008,0,3,0
145000,8393,4,588,5,5,"Duplex",1959,2005,2006,0,2,0
135500,16466,3,300,7,5,"1Fam",1955,1955,2008,1,1,0
268000,15865,4,621,6,8,"1Fam",1970,1970,2007,0,3,0
149500,12160,2,505,4,6,"1Fam",1953,1953,2009,0,2,0
122900,8064,3,576,7,5,"1Fam",1949,2006,2007,0,1,0
172500,11184,3,440,5,6,"1Fam",1978,1978,2009,1,2,0
154500,8414,3,264,8,6,"1Fam",1963,2003,2006,1,1,0
165000,13284,3,354,5,5,"1Fam",1954,1954,2008,0,2,0
118858,7018,4,400,5,5,"Duplex",1979,1979,2009,0,2,0
140000,7056,4,483,5,6,"1Fam",1963,1963,2008,1,2,0
106500,8765,2,327,6,4,"1Fam",1936,1950,2006,0,1,0
142953,7018,6,528,5,5,"Duplex",1979,1979,2009,0,2,0
611657,12919,2,820,5,9,"1Fam",2009,2010,2010,1,3,0
135000,6993,3,288,7,5,"1Fam",1961,1994,2006,0,1,0
110000,7340,2,684,6,4,"1Fam",1971,1971,2007,0,1,0
153000,8712,2,756,7,5,"1Fam",1957,2000,2009,0,2,0
180000,7875,3,393,5,7,"1Fam",2003,2003,2006,1,2,0
240000,14859,3,690,5,7,"1Fam",2006,2006,2006,0,2,0
125500,6173,3,288,6,5,"1Fam",1967,1967,2007,0,1,0
128000,9920,3,280,5,5,"1Fam",1954,1954,2010,0,2,0
255000,13501,3,865,5,8,"1Fam",2006,2006,2007,0,3,0
250000,11500,3,180,7,7,"1Fam",1936,1987,2006,1,1,0
131000,8885,2,484,5,5,"1Fam",1983,1983,2006,0,2,0
174000,12589,3,390,5,6,"1Fam",2005,2005,2009,1,2,0
154300,11600,5,480,5,5,"Duplex",1960,1960,2010,0,2,0
143500,9286,3,252,7,5,"1Fam",1977,1989,2009,1,1,0
88000,6120,3,450,7,5,"1Fam",1925,1950,2006,0,1,0
145000,6270,4,871,6,5,"Duplex",1949,1950,2007,0,2,0
173733,3000,2,528,5,6,"TwnhsE",2009,2009,2009,1,2,0
75000,2001,3,286,5,4,"Twnhs",1970,1970,2007,1,1,0
35311,9000,1,308,3,2,"1Fam",1949,1950,2006,0,1,0
135000,17140,3,284,6,4,"1Fam",1956,1956,2009,0,1,0
238000,13125,4,833,5,7,"1Fam",1991,1991,2007,1,3,0
176500,11029,3,601,8,6,"1Fam",1958,2002,2008,0,2,0
201000,8462,3,471,5,6,"1Fam",1994,1994,2007,2,2,0
145900,8777,4,0,7,5,"Duplex",1900,2003,2008,2,4,1
169990,10237,3,397,5,6,"1Fam",2005,2006,2006,0,2,0
193000,8012,2,533,5,6,"TwnhsE",1993,1994,2008,0,3,0
207500,10240,3,612,6,6,"1Fam",1980,1980,2006,0,3,0
175000,15611,3,540,6,5,"1Fam",1977,1977,2008,1,2,0
285000,11999,4,656,5,8,"1Fam",2003,2004,2007,1,2,0
176000,9900,4,486,5,7,"1Fam",1968,1968,2008,1,2,0
236500,11838,3,522,5,8,"1Fam",2001,2001,2009,0,2,0
222000,13006,4,642,5,7,"1Fam",1997,1997,2006,1,2,0
201000,8925,3,610,5,8,"1Fam",2007,2007,2009,0,2,0
117500,9100,2,429,6,5,"1Fam",1965,1965,2009,1,1,0
320000,11670,3,788,5,9,"1Fam",2006,2006,2007,0,2,0
190000,8487,3,570,5,7,"1Fam",2004,2004,2009,0,2,0
242000,27650,4,505,7,7,"1Fam",1960,2007,2008,0,3,0
79900,5825,1,528,5,4,"1Fam",1926,1953,2006,0,1,0
184900,10083,2,555,5,7,"1Fam",2003,2003,2009,0,3,0
253000,9675,3,689,5,7,"1Fam",2005,2005,2009,1,2,0
239799,8760,3,868,5,7,"1Fam",2006,2006,2006,1,2,0
244400,24090,4,349,7,7,"1Fam",1940,1950,2010,0,2,0
150900,12640,4,574,5,6,"Duplex",1976,1976,2006,0,2,0
214000,8755,3,390,5,7,"1Fam",1999,1999,2009,1,3,0
150000,7711,4,0,3,4,"Duplex",1977,1977,2007,0,4,1
143000,25000,4,576,4,5,"Duplex",1967,1967,2007,0,2,0
137500,14375,3,525,6,6,"1Fam",1958,1958,2009,1,1,0
124900,8820,2,456,6,5,"1Fam",1890,1996,2009,0,1,0
143000,8163,3,796,6,5,"1Fam",1959,1959,2006,0,2,0
270000,14536,3,808,5,8,"1Fam",2002,2003,2007,0,3,0
192500,14006,3,474,5,7,"1Fam",2002,2002,2006,1,2,0
197500,9360,3,676,7,6,"1Fam",1972,2006,2010,1,2,0
129000,7200,3,720,8,5,"1Fam",1950,2002,2007,0,2,0
119900,7800,3,300,5,5,"1Fam",1965,1965,2006,0,2,0
133900,7200,2,396,8,5,"1Fam",1972,2003,2009,1,1,0
172000,11075,4,530,4,5,"1Fam",1969,1969,2008,2,2,0
127500,9400,4,0,5,6,"Duplex",1975,1975,2006,2,2,1
145000,7136,4,492,6,6,"Duplex",1946,1950,2007,0,2,0
124000,1300,2,462,6,6,"TwnhsE",1980,1980,2009,1,1,0
132000,7420,3,576,5,5,"1Fam",1962,1962,2007,0,1,0
185000,8450,3,531,5,7,"1Fam",2003,2003,2007,0,3,0
155000,2572,3,484,5,7,"Twnhs",1999,1999,2010,1,3,0
116500,7207,2,0,7,5,"1Fam",1958,2008,2010,0,2,1
272000,12227,4,619,7,6,"1Fam",1977,1995,2008,1,3,0
155000,2308,3,440,6,6,"TwnhsE",1976,1976,2007,1,3,0
239000,11923,2,702,5,9,"1Fam",2007,2007,2009,0,2,0
214900,11316,4,510,5,7,"1Fam",2002,2003,2010,1,3,0
178900,10237,3,393,5,6,"1Fam",2005,2007,2007,1,2,0
160000,9600,2,256,7,5,"1Fam",1940,1950,2009,1,2,0
135000,7390,3,260,7,5,"1Fam",1955,1955,2008,0,2,0
37900,5925,2,0,6,3,"1Fam",1910,1950,2009,0,1,1
140000,10382,2,264,5,6,"2fmCon",1958,1958,2006,0,2,0
135000,10800,4,0,4,4,"1Fam",1949,1950,2006,1,1,1
173000,2268,2,474,5,7,"Twnhs",2003,2004,2009,0,2,0
99500,7892,2,264,5,6,"TwnhsE",1979,1979,2010,0,2,0
182000,11639,3,480,5,7,"1Fam",2007,2008,2008,0,2,0
167500,11414,3,532,8,7,"1Fam",1910,1993,2009,0,1,0
165000,2651,3,490,5,7,"Twnhs",2000,2000,2006,1,3,0
85500,5900,2,0,7,4,"1Fam",1923,1958,2006,0,1,1
199900,4274,1,569,5,7,"TwnhsE",2006,2007,2007,1,2,0
110000,9450,3,400,5,4,"1Fam",1954,1954,2007,0,1,0
139000,8816,3,480,6,5,"1Fam",1963,1963,2009,0,2,0
178400,12122,3,588,9,7,"1Fam",1961,2007,2008,0,2,0
336000,12203,4,676,5,8,"1Fam",1998,1999,2009,1,3,0
159895,3182,2,388,5,7,"1Fam",2007,2007,2008,0,2,0
255900,11250,4,779,5,8,"1Fam",2002,2002,2008,1,2,0
126000,10125,4,539,5,5,"Duplex",1977,1977,2009,0,2,0
125000,10880,3,240,5,5,"2fmCon",1950,1950,2008,0,2,0
117000,5310,2,255,8,6,"1Fam",1910,2003,2006,0,1,0
395192,10159,3,606,5,9,"1Fam",2009,2010,2010,1,3,0
195000,12046,4,551,6,6,"1Fam",1976,1976,2007,1,2,0
197000,8125,3,614,5,7,"1Fam",2006,2006,2006,1,2,0
348000,9452,3,870,5,8,"1Fam",1997,1998,2006,1,3,0
168000,17671,4,424,9,8,"1Fam",1882,1986,2009,1,1,0
187000,9760,3,440,8,6,"1Fam",1964,1993,2007,1,2,0
173900,8846,3,564,5,6,"1Fam",2005,2006,2006,1,2,0
337500,12456,3,786,5,10,"1Fam",2006,2007,2009,0,3,0
121600,4712,3,305,7,4,"1Fam",1946,1950,2006,1,2,0
136500,10659,3,368,6,5,"1Fam",1961,1961,2006,0,2,0
185000,11717,2,615,6,6,"1Fam",1970,1970,2009,0,2,0
91000,9786,3,210,4,3,"1Fam",1922,1950,2006,0,1,0
206000,6762,2,632,5,7,"1Fam",2006,2006,2010,0,3,0
82000,10206,2,528,3,3,"1Fam",1952,1952,2009,0,1,0
86000,5400,2,216,6,5,"1Fam",1920,1950,2007,0,1,0
232000,11957,3,824,5,8,"1Fam",2006,2006,2008,0,2,0
136905,11500,4,528,6,5,"Duplex",1976,1976,2007,0,2,0
181000,3182,1,457,5,7,"TwnhsE",2005,2006,2009,0,2,0
149900,8385,3,328,8,5,"1Fam",1977,1977,2008,0,2,0
163500,12155,3,484,3,6,"1Fam",1970,1970,2007,1,2,0
88000,2217,3,286,4,4,"TwnhsE",1970,1970,2009,1,1,0
240000,12118,3,550,5,7,"1Fam",2004,2005,2009,0,2,0
102000,6000,4,0,5,5,"1Fam",1926,1950,2006,0,2,1
135000,21286,4,312,5,5,"1Fam",1948,1950,2008,0,2,0
100000,9825,4,0,5,5,"Duplex",1965,1965,2010,0,2,1
165000,10592,3,180,7,6,"1Fam",1923,1996,2007,1,1,0
85000,7200,2,280,4,5,"1Fam",1910,2006,2009,0,2,0
119200,11664,2,240,5,6,"1Fam",1948,1950,2007,0,1,0
227000,8400,3,528,6,8,"1Fam",2001,2001,2009,1,3,0
203000,11883,3,478,5,7,"1Fam",1996,1996,2009,0,3,0
187500,5814,1,565,5,8,"TwnhsE",1984,1984,2009,0,2,0
160000,10784,3,402,5,7,"1Fam",1991,1992,2007,1,2,0
213490,3013,2,440,5,7,"TwnhsE",2005,2005,2006,0,2,0
176000,7024,2,451,5,4,"1Fam",2005,2005,2008,1,2,0
194000,7406,2,632,5,7,"1Fam",2006,2006,2006,0,3,0
87000,9439,2,160,5,5,"1Fam",1930,1950,2007,0,1,0
191000,3182,2,437,5,7,"TwnhsE",2005,2006,2008,0,2,0
287000,15498,2,665,6,8,"1Fam",1976,1976,2008,0,3,0
112500,7700,3,461,5,5,"1Fam",1972,1972,2007,0,2,0
167500,9300,3,461,5,5,"1Fam",1960,1960,2010,0,2,0
293077,9520,3,800,5,8,"1Fam",2007,2008,2008,0,3,0
105000,9492,3,240,5,5,"1Fam",1941,1950,2007,0,2,0
118000,1680,3,264,7,6,"Twnhs",1972,1972,2006,2,1,0
160000,7082,5,0,8,5,"2fmCon",1916,1995,2006,0,2,1
197000,15863,5,672,3,7,"1Fam",1920,1970,2009,1,3,0
310000,14541,5,796,7,8,"1Fam",1993,1993,2006,1,3,0
230000,8125,3,900,5,7,"1Fam",2002,2002,2006,0,3,0
119750,6305,2,240,7,5,"1Fam",1938,1950,2007,0,1,0
84000,11500,3,290,3,4,"1Fam",1957,1957,2009,0,1,0
315500,12898,2,912,5,9,"1Fam",2007,2008,2009,0,3,0
287000,9240,3,905,5,8,"1Fam",2001,2002,2008,1,2,0
97000,1533,3,0,6,4,"Twnhs",1970,2008,2009,1,1,1
80000,1477,1,286,4,4,"TwnhsE",1970,1970,2009,0,2,0
155000,13125,3,484,4,5,"1Fam",1957,2000,2006,0,3,0
173000,9130,4,484,8,6,"1Fam",1966,2000,2008,2,1,0
196000,5381,1,624,5,6,"Twnhs",2005,2005,2009,0,3,0
262280,11839,4,514,5,7,"1Fam",1990,1990,2008,1,3,0
278000,9600,4,542,5,8,"1Fam",1981,1981,2009,1,3,0
139600,13680,4,452,5,3,"1Fam",1955,1955,2009,0,2,0
556581,16056,4,716,5,9,"1Fam",2005,2006,2006,1,3,0
145000,9245,3,672,5,5,"1Fam",1994,1995,2008,1,1,0
115000,21750,3,336,4,5,"1Fam",1960,2006,2009,0,1,0
84900,11100,2,308,7,4,"1Fam",1946,2006,2010,0,1,0
176485,8993,3,436,5,7,"1Fam",2007,2007,2007,0,2,0
200141,11175,3,440,5,7,"1Fam",2007,2007,2007,0,2,0
165000,9500,4,540,6,6,"1Fam",1964,1978,2007,2,1,0
144500,8562,4,364,6,5,"1Fam",1957,2002,2010,0,1,0
255000,11367,3,586,5,8,"1Fam",2002,2002,2006,1,3,0
180000,11361,3,478,5,6,"1Fam",1976,1976,2008,1,2,0
185850,7052,2,484,5,7,"TwnhsE",2005,2005,2006,0,3,0
248000,29959,3,467,6,7,"1Fam",1994,1994,2009,1,2,0
335000,11308,3,836,5,9,"1Fam",2008,2008,2009,1,3,0
220000,11275,3,432,7,6,"1Fam",1932,1950,2007,1,1,0
213500,4920,2,582,5,8,"TwnhsE",2001,2001,2010,0,3,0
81000,18000,2,1248,4,3,"1Fam",1935,1950,2008,0,1,0
90000,13600,5,560,5,5,"2fmCon",1900,1950,2007,0,2,0
110500,6000,2,440,6,6,"1Fam",1925,1980,2006,0,1,0
154000,11000,3,480,6,5,"1Fam",1966,1966,2009,1,1,0
328000,14000,3,533,5,7,"1Fam",1996,1997,2010,1,3,0
178000,7837,3,380,7,6,"1Fam",1993,1994,2009,1,2,0
167900,9760,4,442,6,6,"1Fam",1964,1964,2008,1,2,0
151400,3964,5,576,4,6,"TwnhsE",1973,1973,2006,1,3,0
135000,9600,2,576,7,5,"1Fam",1949,2003,2007,1,1,0
135000,10152,3,286,5,5,"1Fam",1956,1956,2007,0,2,0
154000,11700,4,441,6,6,"1Fam",1968,1968,2009,1,1,0
91500,7585,4,280,3,5,"1Fam",1948,1950,2006,1,2,0
159500,7950,3,440,6,6,"1Fam",1977,1977,2009,1,1,0
194000,8556,2,826,5,7,"1Fam",2006,2006,2007,0,2,0
219500,13125,3,240,6,7,"1Fam",1940,1984,2007,1,1,0
170000,10800,3,566,8,5,"1Fam",1936,1989,2006,1,2,0
138800,15870,3,299,5,5,"1Fam",1969,1969,2006,0,2,0
155900,4435,1,420,5,6,"TwnhsE",2004,2004,2006,0,2,0
126000,8775,3,299,5,5,"1Fam",1994,1994,2007,0,1,0
145000,11040,3,528,7,6,"1Fam",1971,2004,2008,1,2,0
133000,7500,3,308,5,5,"1Fam",1963,1963,2010,1,2,0
192000,8749,3,527,5,7,"1Fam",2002,2002,2007,0,2,0
160000,8800,3,461,6,6,"1Fam",1964,1964,2006,0,2,0
187500,13031,3,409,5,6,"1Fam",1995,1996,2006,1,2,0
147000,9069,2,564,6,6,"1Fam",1992,1992,2010,0,2,0
83500,1974,3,286,5,4,"TwnhsE",1973,1973,2010,1,1,0
252000,10574,3,1043,5,8,"1Fam",2005,2006,2009,1,2,0
137500,2522,3,380,5,7,"Twnhs",2004,2004,2006,0,2,0
197000,3316,1,550,5,8,"TwnhsE",2005,2005,2006,1,2,0
92900,8544,2,400,4,3,"Duplex",1950,1950,2009,0,2,0
160000,2160,2,462,5,7,"Twnhs",1999,2000,2008,1,3,0
136500,8400,4,576,5,6,"1Fam",1925,1950,2008,0,2,0
146000,9230,1,884,8,5,"1Fam",1965,1998,2006,1,2,0
129000,5868,2,308,7,5,"1Fam",1956,2000,2010,0,2,0
176432,9317,3,440,5,6,"1Fam",2006,2006,2007,0,2,0
127000,6882,3,0,7,6,"1Fam",1914,2006,2007,1,1,1
170000,3696,2,461,5,8,"TwnhsE",1986,1986,2007,1,1,0
128000,6000,3,240,6,4,"1Fam",1936,1950,2009,0,1,0
157000,11880,3,478,5,7,"1Fam",1978,1978,2009,0,2,0
60000,8400,1,246,5,2,"1Fam",1920,1950,2009,0,1,0
119500,9758,3,280,5,5,"1Fam",1971,1971,2007,0,1,0
135000,7000,2,254,7,5,"1Fam",1960,2002,2007,0,1,0
159500,8910,3,539,6,6,"1Fam",1959,1959,2006,1,1,0
106000,2016,3,440,5,5,"TwnhsE",1970,1970,2007,1,2,0
325000,12256,3,712,5,8,"1Fam",1994,1995,2010,1,3,0
179900,10357,3,719,5,7,"1Fam",1990,1991,2007,0,3,0
274725,23257,3,422,5,7,"1Fam",2006,2006,2006,1,2,0
181000,8063,3,463,5,6,"1Fam",2000,2000,2007,1,2,0
280000,11362,3,862,5,8,"1Fam",2004,2005,2009,0,3,0
188000,8000,3,431,5,6,"1Fam",1995,1996,2008,1,3,0
205000,10480,4,483,6,7,"1Fam",1976,1976,2008,1,2,0
129900,7100,2,308,7,5,"1Fam",1957,1957,2006,0,2,0
134500,8923,2,240,7,5,"1Fam",1953,2006,2007,0,2,0
117000,5400,2,326,7,5,"1Fam",1954,2000,2006,0,1,0
318000,12085,3,928,5,8,"1Fam",2007,2007,2007,0,3,0
184100,7750,3,527,5,8,"1Fam",2002,2002,2009,1,3,0
130000,9764,3,450,7,5,"1Fam",1967,2003,2008,0,2,0
140000,13825,3,300,6,5,"1Fam",1958,1987,2008,1,1,0
133700,7560,3,286,5,5,"1Fam",1959,1959,2006,0,1,0
118400,8263,2,308,5,6,"1Fam",1920,1950,2007,0,1,0
212900,10084,3,782,5,7,"1Fam",2005,2006,2006,0,2,0
112000,8926,3,288,3,4,"1Fam",1956,1956,2009,0,1,0
118000,9405,2,0,9,5,"1Fam",1947,2008,2009,1,1,1
163900,9125,3,392,5,7,"1Fam",1992,1992,2007,1,2,0
115000,10434,2,672,5,4,"1Fam",1955,1955,2009,0,1,0
174000,3684,2,660,5,7,"TwnhsE",2007,2007,2009,0,2,0
259000,14572,3,630,5,7,"1Fam",2004,2004,2007,0,3,0
215000,11796,4,434,5,7,"1Fam",2004,2005,2007,1,2,0
140000,7200,2,672,5,5,"Duplex",1980,1980,2007,0,2,0
135000,7804,4,576,3,4,"1Fam",1928,1950,2009,0,3,0
93500,10712,3,0,5,5,"1Fam",1991,1992,2007,0,1,1
117500,9900,5,205,4,6,"1Fam",1880,1950,2007,0,2,0
239500,9828,3,466,5,8,"1Fam",1995,1995,2009,1,2,0
169000,8773,3,460,5,6,"1Fam",1997,1997,2007,1,2,0
102000,6180,2,180,5,6,"1Fam",1926,1950,2007,0,1,0
119000,9600,3,288,5,6,"1Fam",1950,1950,2008,0,1,0
94000,6342,2,0,8,5,"1Fam",1875,1996,2010,0,1,1
196000,9819,2,714,5,6,"1Fam",1977,1977,2009,0,3,0
144000,8731,3,495,5,5,"1Fam",1920,1950,2007,0,1,0
139000,7350,2,840,7,5,"1Fam",1951,1951,2008,0,2,0
197500,10304,4,484,7,5,"1Fam",1976,1976,2009,1,3,0
424870,9965,4,1052,5,8,"1Fam",2006,2007,2007,0,4,0
80000,9000,3,0,3,5,"1Fam",1959,1959,2008,0,1,1
80000,12180,2,280,4,4,"2fmCon",1941,1950,2010,0,2,0
149000,6240,3,225,6,5,"1Fam",1928,1950,2006,0,1,0
180000,11200,3,403,5,6,"1Fam",1985,1985,2006,0,3,0
174500,12000,3,234,7,7,"1Fam",1941,1950,2009,1,1,0
116900,5700,2,288,7,7,"1Fam",1926,1950,2008,0,1,0
143000,9000,3,324,9,7,"1Fam",1920,1988,2009,1,1,0
124000,8280,2,306,5,6,"1Fam",1950,1950,2007,0,1,0
149900,17755,3,528,4,5,"1Fam",1959,1959,2006,1,1,0
230000,14115,2,470,7,6,"1Fam",1956,2004,2006,0,1,0
120500,5890,2,432,8,6,"1Fam",1930,2007,2008,0,1,0
201800,13700,4,492,6,7,"1Fam",1965,1988,2008,2,1,0
218000,10768,3,528,8,5,"1Fam",1976,2004,2007,0,3,0
179900,9350,3,502,8,5,"1Fam",1965,1999,2008,1,2,0
230000,5001,2,626,5,7,"Twnhs",2007,2008,2009,0,3,0
235128,11932,3,830,5,8,"1Fam",2007,2008,2008,0,2,0
185000,9120,4,540,6,6,"1Fam",1974,1974,2008,1,2,0
146000,2280,3,440,5,6,"Twnhs",1978,1978,2010,1,2,0
224000,14778,3,924,7,6,"1Fam",1954,2006,2008,0,2,0
129000,8724,3,450,5,5,"1Fam",1968,1968,2007,0,1,0
108959,12900,0,400,4,4,"Duplex",1969,1969,2008,2,2,0
194000,16157,2,588,7,5,"1Fam",1978,1978,2007,1,2,0
233170,9541,3,644,5,7,"1Fam",2009,2009,2009,0,2,0
245350,10475,3,776,5,8,"1Fam",2008,2008,2010,0,2,0
173000,10852,3,472,5,6,"1Fam",2000,2000,2006,1,3,0
235000,13728,4,540,7,6,"1Fam",1935,1986,2008,0,2,0
625000,35760,4,807,5,10,"1Fam",1995,1996,2006,1,4,0
171000,9880,3,358,6,6,"1Fam",1977,1977,2008,0,2,0
163000,9120,3,433,6,6,"1Fam",1958,1958,2008,0,2,0
171900,4017,2,625,5,7,"TwnhsE",2006,2007,2008,1,2,0
200500,18030,3,0,6,5,"1Fam",1946,1994,2007,0,3,1
239000,16560,4,360,8,6,"1Fam",1932,1950,2006,1,2,0
285000,10678,4,541,5,8,"1Fam",1992,2000,2007,1,2,0
119500,6951,3,264,5,5,"1Fam",1984,1985,2008,0,2,0
115000,3950,3,210,8,6,"1Fam",1926,2004,2009,0,1,0
154900,7681,3,186,6,5,"1Fam",1921,1950,2009,1,1,0
93000,8335,3,0,5,5,"1Fam",1954,1954,2006,0,1,1
250000,11170,4,693,5,7,"1Fam",1990,1991,2006,1,2,0
392500,5587,2,482,5,8,"TwnhsE",2008,2008,2008,1,3,0
745000,15623,4,813,5,10,"1Fam",1996,1996,2007,1,4,0
